FID,ano,mes,dia,hora,min,seg,lat,lon,erro_km,prof,mag,tipo_mag,tipo_dado,intensidad,UF,descricao,the_geom
IAG-BoletimSismicoBrasileiro.490,1981,1,12,9,29,0,-4.3,-38.4,0,0,2,1,I,0,CE,PACAJUS (UnB),POINT (-4.3 -38.4)
IAG-BoletimSismicoBrasileiro.491,1981,1,18,16,19,50,-20.71,-46.7,20,0,3.3,1,B,5,MG,PASSOS (IAG. UnB),POINT (-20.71 -46.7)
IAG-BoletimSismicoBrasileiro.492,1981,1,21,2,0,0,-21.1,-45.3,0,0,0,-1,C,0,MG,BOA ESPERAN. VARIOS; SEM REG. INSTRUM.,POINT (-21.1 -45.3)
IAG-BoletimSismicoBrasileiro.493,1981,1,28,9,14,58,-14.5,-67,300,0,3.8,1,I,0,-,BOLIVIA ? (UnB),POINT (-14.5 -67)
IAG-BoletimSismicoBrasileiro.494,1981,2,17,8,0,0,-4.5,-70.4,100,0,3.4,1,I,0,AM,AM/PERU (UnB),POINT (-4.5 -70.4)
IAG-BoletimSismicoBrasileiro.495,1981,3,9,20,27,40,-11.01,-57.64,50,0,3.8,1,I,0,MT,PORT.GAUCHOS (UnB),POINT (-11.01 -57.64)
IAG-BoletimSismicoBrasileiro.496,1981,3,24,22,10,3,-20.58,-48.34,15,0,2.8,1,I,0,SP,BARRETOS (IAG. UnB)N.SENTIDO.EXPL?,POINT (-20.58 -48.34)
IAG-BoletimSismicoBrasileiro.497,1981,4,1,20,1,44,-10.74,-62.2,30,0,3.2,1,C,5,RO,OURO PRETO (UnB/ELETRONORTE),POINT (-10.74 -62.2)
IAG-BoletimSismicoBrasileiro.498,1981,4,21,18,53,0,-4.8,-38.6,50,0,2.5,1,I,0,CE,PACAJUS (IAG. UnB),POINT (-4.8 -38.6)
IAG-BoletimSismicoBrasileiro.499,1981,4,22,1,5,0,-4.3,-38.4,0,0,2.1,1,I,0,CE,PACAJUS (UnB),POINT (-4.3 -38.4)
IAG-BoletimSismicoBrasileiro.500,1981,5,7,3,44,55,-22.6,-39.5,50,0,3.7,1,I,0,RJ,PLAT. CONT. (UnB),POINT (-22.6 -39.5)
IAG-BoletimSismicoBrasileiro.501,1981,5,12,5,27,0,-26.9,-47.9,150,0,2.6,1,I,0,SC,PLAT. CONT.? (UnB),POINT (-26.9 -47.9)
IAG-BoletimSismicoBrasileiro.502,1981,7,11,3,0,0,-20.8,-47.8,50,0,2.4,1,I,0,SP,ORLANDIA (IAG.UnB) NAO SENTIDO,POINT (-20.8 -47.8)
IAG-BoletimSismicoBrasileiro.503,1981,9,9,23,12,0,-4.3,-38.4,0,0,2.6,1,I,0,CE,PACAJUS (IAG.UnB),POINT (-4.3 -38.4)
IAG-BoletimSismicoBrasileiro.504,1981,9,10,15,56,0,-3.73,-39.79,0,0,2,1,I,0,CE,IRAUCUBA (UnB),POINT (-3.73 -39.79)
IAG-BoletimSismicoBrasileiro.505,1981,9,11,11,20,0,-4.3,-38.4,0,0,2.7,1,I,0,CE,PACAJUS (UnB),POINT (-4.3 -38.4)
IAG-BoletimSismicoBrasileiro.506,1981,9,11,10,24,45,-21.45,-46.09,15,0,3.1,1,I,0,MG,ALFENAS (UnB. IAG),POINT (-21.45 -46.09)
IAG-BoletimSismicoBrasileiro.507,1981,9,15,4,26,12,-1.6,-53,100,0,3.9,1,I,0,PA,ALMEIRIM (UnB),POINT (-1.6 -53)
IAG-BoletimSismicoBrasileiro.508,1981,10,13,8,5,14,-16.86,-54.55,50,0,3.2,1,C,5,MT,RONDONOPOLIS (IAG.UnB),POINT (-16.86 -54.55)
IAG-BoletimSismicoBrasileiro.509,1981,11,2,11,37,5,-8.61,-38.45,5,0,3.1,1,B,0,PE,FLORESTA (IAG),POINT (-8.61 -38.45)
IAG-BoletimSismicoBrasileiro.510,1981,11,2,14,57,13,-8.61,-38.45,5,0,3.1,1,B,4,PE,FLORESTA (IAG),POINT (-8.61 -38.45)
IAG-BoletimSismicoBrasileiro.511,1981,11,4,3,16,51,-8.59,-38.5,5,0,3.1,1,B,4,PE,FLORESTA (IAG),POINT (-8.59 -38.5)
IAG-BoletimSismicoBrasileiro.512,1981,11,10,19,54,0,-15.6,-41.2,100,0,2.9,1,I,0,BA,C. SALES (IAG.UnB),POINT (-15.6 -41.2)
IAG-BoletimSismicoBrasileiro.513,1982,1,30,16,42,37,-4,-34,70,0,3.5,1,I,0,RN,PLAT. CONT. (UnB. IAG),POINT (-4 -34)
IAG-BoletimSismicoBrasileiro.514,1982,2,10,20,42,0,0,0,0,0,5.9,0,E,0,SP,SAO PAULO N. ARGENTINA,POINT (0 0)
IAG-BoletimSismicoBrasileiro.515,1982,3,3,18,57,25,-16.5,-59.1,100,0,3.5,1,I,0,MT,BOLIVIA/MT (UnB),POINT (-16.5 -59.1)
IAG-BoletimSismicoBrasileiro.516,1982,3,10,6,15,44,-23.4,-42.1,30,0,2.8,1,I,0,RJ,PLATAFORMA (UnB.IAG),POINT (-23.4 -42.1)
IAG-BoletimSismicoBrasileiro.517,1982,3,10,7,57,34,-23.4,-42.1,30,0,3,1,I,0,RJ,PLATAFORMA (UnB.IAG),POINT (-23.4 -42.1)
IAG-BoletimSismicoBrasileiro.518,1982,3,12,17,14,43,-23.6,-41.63,30,0,3.5,1,I,0,RJ,PLATAFORMA (UnB.IAG),POINT (-23.6 -41.63)
IAG-BoletimSismicoBrasileiro.519,1982,3,13,18,18,0,-4.3,-38.4,0,0,2.7,1,I,0,CE,PACAJUS ? (UnB),POINT (-4.3 -38.4)
IAG-BoletimSismicoBrasileiro.520,1982,3,19,0,0,0,-12.3,-41.7,0,0,0,-1,C,0,BA,SEGREDO (IAG)SEM REG. INSTR.,POINT (-12.3 -41.7)
IAG-BoletimSismicoBrasileiro.521,1982,3,0,21,0,0,-12.2,-41.7,0,0,0,-1,C,0,BA,S. SOARES (IAG),POINT (-12.2 -41.7)
IAG-BoletimSismicoBrasileiro.522,1982,3,29,7,47,11,-9.31,-38.23,5,0,3.6,1,B,4,BA,PAULO AFONSO (IAG),POINT (-9.31 -38.23)
IAG-BoletimSismicoBrasileiro.523,1982,4,8,5,58,52,-24.8,-58.1,30,12,4.9,2,I,6,-,PARAGUAI (ISC.UnB.IAG) ASUNCION IV-V MM,POINT (-24.8 -58.1)
IAG-BoletimSismicoBrasileiro.524,1982,4,16,22,38,0,-22.2,-55,5,0,3.4,1,I,4,MS,PICADINHA (UnB),POINT (-22.2 -55)
IAG-BoletimSismicoBrasileiro.525,1982,5,2,21,9,1,-27.7,-43.4,200,0,2.8,1,I,0,SC,PLAT. CONT. (IAG.UnB),POINT (-27.7 -43.4)
IAG-BoletimSismicoBrasileiro.526,1982,5,2,8,30,4,-21.64,-46.65,10,0,3.1,1,A,5,MG,P. DE CALDAS (IAG. UnB),POINT (-21.64 -46.65)
IAG-BoletimSismicoBrasileiro.527,1982,5,17,3,57,15,-12.7,-48.2,40,0,3,1,I,0,GO,PARANAN (UnB. IAG),POINT (-12.7 -48.2)
IAG-BoletimSismicoBrasileiro.528,1982,7,23,11,6,45,-14.26,-45.72,50,0,2.9,1,I,0,BA,SW BAHIA/GO (UnB. IAG),POINT (-14.26 -45.72)
IAG-BoletimSismicoBrasileiro.529,1982,8,26,1,7,56,-19.6,-47.1,50,0,3.2,1,I,0,MG,ARAXA' (UnB. IAG),POINT (-19.6 -47.1)
IAG-BoletimSismicoBrasileiro.530,1982,9,5,6,7,0,-4.3,-38.4,0,0,2.2,1,I,0,CE,PACAJUS ? (UnB),POINT (-4.3 -38.4)
IAG-BoletimSismicoBrasileiro.531,1982,9,5,6,30,2,-16.51,-41.46,30,0,3.2,1,I,0,MG,ITAOBIM (UnB. IAG),POINT (-16.51 -41.46)
IAG-BoletimSismicoBrasileiro.532,1982,9,17,12,28,41,-25.84,-45.42,40,0,3.8,1,I,0,SP,PLATAFORMA (UnB. IAG),POINT (-25.84 -45.42)
IAG-BoletimSismicoBrasileiro.533,1982,9,21,1,42,33,-18.8,-44.8,10,0,3.1,1,I,0,MG,FELIXLANDIA (UnB),POINT (-18.8 -44.8)
IAG-BoletimSismicoBrasileiro.534,1982,10,5,16,19,32,-4.5,-40.2,50,0,2.1,1,I,0,CE,S. QUITERIA? (UnB. IAG),POINT (-4.5 -40.2)
IAG-BoletimSismicoBrasileiro.535,1982,10,10,19,28,0,-12.3,-45.5,70,0,2.8,1,I,0,BA,W. BARREIRAS (IAG),POINT (-12.3 -45.5)
IAG-BoletimSismicoBrasileiro.536,1982,11,24,23,3,15,-20.76,-45.8,20,0,3.2,1,I,0,MG,FURNAS (UnB),POINT (-20.76 -45.8)
IAG-BoletimSismicoBrasileiro.537,1982,12,15,4,49,56,-15.2,-51.8,50,0,2.5,1,I,0,MT,B. DO GARCAS (UnB) EXPL. ?,POINT (-15.2 -51.8)
IAG-BoletimSismicoBrasileiro.538,1983,1,2,6,40,0,-24.3,-47.8,0,0,2.9,1,I,0,SP,JUQUIA' (IAG),POINT (-24.3 -47.8)
IAG-BoletimSismicoBrasileiro.539,1983,1,8,13,10,14,-9.1,-37.1,0,0,2.6,1,I,0,PE,AGUAS BELAS (IAG),POINT (-9.1 -37.1)
IAG-BoletimSismicoBrasileiro.540,1983,2,8,18,38,15,-26.28,-60.18,30,0,4.8,2,I,0,-,PARAGUAI (GS: MB=5.0),POINT (-26.28 -60.18)
IAG-BoletimSismicoBrasileiro.541,1983,2,21,5,38,46,-10.7,-62.2,0,0,3.2,1,I,5,RO,OURO PRETO (UnB),POINT (-10.7 -62.2)
IAG-BoletimSismicoBrasileiro.542,1983,3,7,5,49,32,-16.47,-41.7,0,0,2.9,1,I,0,MG,TUPARECE (IAG. UnB),POINT (-16.47 -41.7)
IAG-BoletimSismicoBrasileiro.543,1983,3,7,11,51,18,-16.47,-41.7,20,0,3.1,1,I,4,MG,TUPARECE (IAG. UnB),POINT (-16.47 -41.7)
IAG-BoletimSismicoBrasileiro.544,1983,3,7,12,6,49,-16.47,-41.7,0,0,2.4,1,I,0,MG,TUPARECE (IAG. UnB),POINT (-16.47 -41.7)
IAG-BoletimSismicoBrasileiro.545,1983,3,22,12,51,21,-6.1,-36.4,0,0,2,5,I,0,RN,CERRO CORA' (IAG),POINT (-6.1 -36.4)
IAG-BoletimSismicoBrasileiro.546,1983,3,23,1,16,16,-6.1,-36.4,50,0,2.4,5,I,0,RN,CERRO CORA' (IAG),POINT (-6.1 -36.4)
IAG-BoletimSismicoBrasileiro.547,1983,5,4,21,53,5,-5.1,-38.7,50,0,2.4,1,I,0,CE,MORADA NOVA (IAG. UnB),POINT (-5.1 -38.7)
IAG-BoletimSismicoBrasileiro.548,1983,5,5,21,40,0,-8.67,-35.58,0,0,3,4,C,4,PE,PALMARES (IAG),POINT (-8.67 -35.58)
IAG-BoletimSismicoBrasileiro.549,1983,5,7,18,30,0,-8.67,-35.58,0,0,3.5,4,C,5,PE,PALMARES (IAG),POINT (-8.67 -35.58)
IAG-BoletimSismicoBrasileiro.550,1983,5,10,0,0,0,-8.67,-35.58,0,0,0,-1,C,0,PE,PALMARES (IAG),POINT (-8.67 -35.58)
IAG-BoletimSismicoBrasileiro.551,1983,6,1,10,3,55,-8.6,-36.2,40,0,2.4,1,I,0,PE,CARUARU ? (UnB. IAG. UFRN),POINT (-8.6 -36.2)
IAG-BoletimSismicoBrasileiro.552,1983,6,1,14,57,23,-14.32,-44.63,50,0,3.2,1,I,0,BA,COCOS (UnB. IAG),POINT (-14.32 -44.63)
IAG-BoletimSismicoBrasileiro.553,1983,6,1,17,18,6,-8.6,-36.2,40,0,2.5,1,I,0,PE,CARUARU ? (UnB. IAG. UFRN),POINT (-8.6 -36.2)
IAG-BoletimSismicoBrasileiro.554,1983,6,1,17,42,21,-8.6,-36.2,40,0,2.3,1,I,0,PE,CARUARU ? (UnB. IAG. UFRN),POINT (-8.6 -36.2)
IAG-BoletimSismicoBrasileiro.555,1983,6,1,18,31,28,-8.6,-36.2,40,0,2.1,1,I,0,PE,CARUARU ? (UnB. IAG. UFRN),POINT (-8.6 -36.2)
IAG-BoletimSismicoBrasileiro.556,1983,6,1,10,49,20,-8.6,-36.2,40,0,2.3,1,I,0,PE,CARUARU ?? (IAG. UFRN),POINT (-8.6 -36.2)
IAG-BoletimSismicoBrasileiro.557,1983,6,1,18,12,24,-8.5,-42.8,0,0,2,1,I,0,PI,NSR NONATO (IAG),POINT (-8.5 -42.8)
IAG-BoletimSismicoBrasileiro.558,1983,6,7,10,52,6,-12.8,-46.4,100,0,3,1,I,0,GO,MANHA (UnB. IAG),POINT (-12.8 -46.4)
IAG-BoletimSismicoBrasileiro.559,1983,6,28,20,10,15,-12.9,-39.3,50,0,2.2,1,I,0,BA,S.A.DE JESUS (IAG),POINT (-12.9 -39.3)
IAG-BoletimSismicoBrasileiro.560,1983,7,12,20,43,57,-18.7,-49.2,20,0,2.7,1,I,0,GO,CENTRALINA (UnB),POINT (-18.7 -49.2)
IAG-BoletimSismicoBrasileiro.561,1983,8,5,6,21,42,-3.59,-62.17,20,23,5.5,2,A,7,AM,CODAJAS (UnB.IAG) GS 5.5MB,POINT (-3.59 -62.17)
IAG-BoletimSismicoBrasileiro.562,1983,8,5,8,24,18,-3.59,-62.17,0,0,3.5,1,I,0,AM,CODAJAS (UnB) REPLICA,POINT (-3.59 -62.17)
IAG-BoletimSismicoBrasileiro.563,1983,8,5,10,7,14,-3.59,-62.17,0,0,2.6,1,I,0,AM,CODAJAS (UnB) REPLICA,POINT (-3.59 -62.17)
IAG-BoletimSismicoBrasileiro.564,1983,9,1,21,45,18,-21.45,-46.09,15,0,2.7,1,I,0,MG,ALFENAS (UnB.IAG),POINT (-21.45 -46.09)
IAG-BoletimSismicoBrasileiro.565,1983,9,2,16,25,20,-14.9,-50.8,30,0,2.8,1,I,0,GO,ARUANAN (UnB),POINT (-14.9 -50.8)
IAG-BoletimSismicoBrasileiro.566,1983,9,12,14,39,0,-18.5,-50.1,15,0,2.1,1,I,0,GO,QUIRINOPOLIS (UnB),POINT (-18.5 -50.1)
IAG-BoletimSismicoBrasileiro.567,1983,9,16,13,43,52,-4.32,-38.41,15,0,2.5,1,I,0,CE,PACAJUS (UnB. IAG. UFRN),POINT (-4.32 -38.41)
IAG-BoletimSismicoBrasileiro.568,1983,10,1,6,14,35,-4.7,-39.8,50,0,2.7,0,I,0,CE,ITATAIA ? (UnB. IAG. UFRN),POINT (-4.7 -39.8)
IAG-BoletimSismicoBrasileiro.569,1983,10,1,18,44,16,-11.4,-63.7,50,0,3.6,1,I,0,RO,OURO PRETO (UnB),POINT (-11.4 -63.7)
IAG-BoletimSismicoBrasileiro.570,1983,10,4,18,52,13,0,0,0,0,6.4,0,E,0,SP,SAO PAULO N. CHILE,POINT (0 0)
IAG-BoletimSismicoBrasileiro.571,1983,10,5,22,26,25,-15.7,-51.4,200,0,2.7,1,I,0,GO,BRITANIA ? (UnB),POINT (-15.7 -51.4)
IAG-BoletimSismicoBrasileiro.572,1983,11,4,8,49,47,-8.8,-71.1,200,0,3.9,1,I,0,AC,SA. DIVISOR? (UnB),POINT (-8.8 -71.1)
IAG-BoletimSismicoBrasileiro.573,1983,11,18,8,41,2,-5.1,-38.7,0,0,2.8,1,I,0,CE,PACAJUS ?? (IAG. UFRN),POINT (-5.1 -38.7)
IAG-BoletimSismicoBrasileiro.574,1983,11,18,10,27,41,-5,-38.7,40,0,2.3,1,I,0,CE,PACAJUS ?? (UnB. UFRN. IAG),POINT (-5 -38.7)
IAG-BoletimSismicoBrasileiro.575,1983,11,18,12,10,9,-5,-38.7,40,0,2.6,1,I,0,CE,PACAJUS ?? (UnB. UFRN. IAG),POINT (-5 -38.7)
IAG-BoletimSismicoBrasileiro.576,1983,11,23,15,51,49,4.2,-52,100,0,4,1,I,0,-,GUIANA FRAN. (UnB),POINT (4.2 -52)
IAG-BoletimSismicoBrasileiro.577,1983,12,3,21,0,0,0,0,0,0,2.6,4,C,3,SP,PIRAJU (IAG),POINT (0 0)
IAG-BoletimSismicoBrasileiro.578,1983,12,4,7,17,57,-3.17,-50.57,20,0,3.7,1,I,0,PA,130KM NW TUC (UnB),POINT (-3.17 -50.57)
IAG-BoletimSismicoBrasileiro.579,1983,12,7,18,4,14,-17.2,-45,40,0,2.9,1,I,0,MG,BURITIZEIRO (UnB),POINT (-17.2 -45)
IAG-BoletimSismicoBrasileiro.580,1983,12,16,23,53,35,-8.33,-35.8,15,0,3.5,1,I,0,PE,CARUARU (UnB. IAG. UFRN),POINT (-8.33 -35.8)
IAG-BoletimSismicoBrasileiro.581,1983,12,21,12,5,6,0,0,0,0,6.2,0,E,0,SP,SAO PAULO ARGENTINA,POINT (0 0)
IAG-BoletimSismicoBrasileiro.582,1983,12,23,2,2,21,-5.6,-35.8,0,0,2.2,1,I,0,RN,JOAO CAMARA (UFRN. IAG),POINT (-5.6 -35.8)
IAG-BoletimSismicoBrasileiro.583,1983,12,25,1,4,9,-5.6,-35.8,10,0,2.3,1,B,4,RN,JOAO CAMARA (UFRN. UnB),POINT (-5.6 -35.8)
IAG-BoletimSismicoBrasileiro.584,1983,12,27,17,3,0,-19.9,-47.9,20,0,2.2,1,I,0,MG,UBERABA (UnB),POINT (-19.9 -47.9)
IAG-BoletimSismicoBrasileiro.585,1984,1,3,21,26,7,-5.6,-35.8,0,0,2,1,I,0,RN,JOAO CAMARA (UFRN. UnB),POINT (-5.6 -35.8)
IAG-BoletimSismicoBrasileiro.586,1984,1,3,5,4,36,-5.6,-35.8,0,0,2.1,1,I,0,RN,JOAO CAMARA (UFRN. UnB),POINT (-5.6 -35.8)
IAG-BoletimSismicoBrasileiro.587,1984,1,3,6,31,17,-5.6,-35.8,0,0,2,1,I,0,RN,JOAO CAMARA (UFRN. UnB),POINT (-5.6 -35.8)
IAG-BoletimSismicoBrasileiro.588,1984,1,5,10,30,10,-1.1,-50.32,20,0,3,1,I,0,PA,SAO MIGUEL (UnB),POINT (-1.1 -50.32)
IAG-BoletimSismicoBrasileiro.589,1984,1,5,17,23,30,-17.4,-46.4,80,0,2.8,1,I,0,MG,PARACATU ? (UnB),POINT (-17.4 -46.4)
IAG-BoletimSismicoBrasileiro.590,1984,1,5,21,6,20,-17.4,-46.4,80,0,2.3,1,I,0,MG,PARACATU ? (UnB),POINT (-17.4 -46.4)
IAG-BoletimSismicoBrasileiro.591,1984,1,8,21,11,58,-15.53,-45.57,40,0,2.1,1,I,0,MG,NW DE MINAS (UnB),POINT (-15.53 -45.57)
IAG-BoletimSismicoBrasileiro.592,1984,1,13,2,38,57,-15.53,-45.57,40,0,2.4,1,I,0,MG,NW DE MINAS (UnB),POINT (-15.53 -45.57)
IAG-BoletimSismicoBrasileiro.593,1984,1,13,21,53,55,-15.53,-45.57,40,0,2,1,I,0,MG,NW DE MINAS (UnB),POINT (-15.53 -45.57)
IAG-BoletimSismicoBrasileiro.594,1984,1,18,22,44,1,-23.33,-45.58,5,0,2.5,1,I,2,SP,PARAIBUNA (IAG. IPT),POINT (-23.33 -45.58)
IAG-BoletimSismicoBrasileiro.595,1984,2,19,21,45,10,-20.5,-44.2,200,0,2.5,1,I,0,MG,BONFIM ?? (UnB),POINT (-20.5 -44.2)
IAG-BoletimSismicoBrasileiro.596,1984,2,20,18,18,28,-1.16,-50.49,20,0,3,1,I,0,PA,SAO MIGUEL (UnB),POINT (-1.16 -50.49)
IAG-BoletimSismicoBrasileiro.597,1984,2,22,8,0,26,-23.47,-40.7,50,0,3.7,1,I,0,RJ,PLAT. CONT. (UnB. IAG) RBGF +20KM E,POINT (-23.47 -40.7)
IAG-BoletimSismicoBrasileiro.598,1984,2,22,12,30,0,0,0,0,0,0,-1,C,0,MG,VARGINHA (?),POINT (0 0)
IAG-BoletimSismicoBrasileiro.599,1984,3,6,4,40,46,-16.5,-52.8,50,0,2.6,1,I,0,MT,B. DO GARCAS (UnB. IAG),POINT (-16.5 -52.8)
IAG-BoletimSismicoBrasileiro.600,1984,3,7,3,18,50,-24.44,-58.19,20,0,3.3,1,I,0,-,PARAGUAI (UnB),POINT (-24.44 -58.19)
IAG-BoletimSismicoBrasileiro.601,1984,3,17,23,8,44,-16.5,-52.5,100,0,3.2,1,I,0,MT,B. DO GARCA (UnB. IAG),POINT (-16.5 -52.5)
IAG-BoletimSismicoBrasileiro.602,1984,4,8,20,56,0,-20.8,-46.76,10,0,3.8,1,B,4,MG,PASSOS (UnB.IAG) CASSIA.PRATAP..FURNAS.GUAXUPE',POINT (-20.8 -46.76)
IAG-BoletimSismicoBrasileiro.603,1984,5,2,7,18,35,-24.3,-44.5,50,0,2,5,I,0,SP,PLAT. CONT. (UnB. IAG),POINT (-24.3 -44.5)
IAG-BoletimSismicoBrasileiro.604,1984,5,9,2,27,26,-21.23,-46.29,10,0,2.1,1,I,0,MG,C. RIO CLARO (UnB. IAG),POINT (-21.23 -46.29)
IAG-BoletimSismicoBrasileiro.605,1984,5,18,19,9,4,-6,-36.2,50,0,2.6,1,I,0,RN,LAJES (UnB. UFRN. IAG),POINT (-6 -36.2)
IAG-BoletimSismicoBrasileiro.606,1984,5,21,3,22,47,-4.2,-50.6,100,0,2,1,I,0,PA,TUCURUI' (UnB) OU 3.2 S 50.4 W,POINT (-4.2 -50.6)
IAG-BoletimSismicoBrasileiro.607,1984,5,25,8,36,34,-24.92,-43.35,50,0,3.5,1,I,0,RJ,PLAT. CONT. (UnB.IAG),POINT (-24.92 -43.35)
IAG-BoletimSismicoBrasileiro.608,1984,5,27,10,36,5,-8.3,-36.2,100,0,2.1,1,I,0,PE,CARUARU ?? (UnB.IAG) OU 9.8 S 40.5 W,POINT (-8.3 -36.2)
IAG-BoletimSismicoBrasileiro.609,1984,6,13,0,0,0,-29.1,-51.1,10,0,2.2,3,A,5-6,RS,CAXIAS D SUL (IAG) SERIE DE EVENTOS,POINT (-29.1 -51.1)
IAG-BoletimSismicoBrasileiro.610,1984,6,26,20,36,17,-14.43,-49.93,30,0,3.1,1,I,0,GO,S. TERESINHA (UnB. IAG),POINT (-14.43 -49.93)
IAG-BoletimSismicoBrasileiro.611,1984,6,30,11,32,56,-23.35,-45.66,5,0,2.7,1,I,3,SP,PARAIBUNA (IAG. IPT),POINT (-23.35 -45.66)
IAG-BoletimSismicoBrasileiro.612,1984,7,4,16,7,5,-20.2,-47.35,10,0,2.4,1,I,2,MG,ESTREITO (UnB.IAG) SENT. F. PINHOS,POINT (-20.2 -47.35)
IAG-BoletimSismicoBrasileiro.613,1984,8,0,0,0,0,0,0,0,0,3,4,C,4,MG,VESPASIANO VARIOS.EST.MINAS 10.10.84,POINT (0 0)
IAG-BoletimSismicoBrasileiro.614,1984,8,9,19,37,22,-21.28,-54.53,20,0,3,1,I,0,MS,SIDROLANDIA (UnB),POINT (-21.28 -54.53)
IAG-BoletimSismicoBrasileiro.615,1984,9,17,8,9,0,-10.7,-62.1,0,0,3.4,1,I,0,RO,OURO PRETO (UnB) SENTIDO ??,POINT (-10.7 -62.1)
IAG-BoletimSismicoBrasileiro.616,1984,10,9,20,20,57,-20.98,-43.91,20,0,3,1,I,0,MG,CARANDAI' (UnB. IAG),POINT (-20.98 -43.91)
IAG-BoletimSismicoBrasileiro.617,1984,10,20,13,18,0,-16.47,-41.7,0,0,3,1,I,0,MG,TUPARECE (IAG),POINT (-16.47 -41.7)
IAG-BoletimSismicoBrasileiro.618,1984,10,23,7,42,22,-8.18,-35.89,20,0,2.7,1,I,0,PE,CARUARU (UnB. IAG. UFRN),POINT (-8.18 -35.89)
IAG-BoletimSismicoBrasileiro.619,1984,11,1,4,50,0,0,0,0,0,6.5,0,E,0,E,NORDESTE ATLANTICO 6.5MB 7.1MS,POINT (0 0)
IAG-BoletimSismicoBrasileiro.620,1984,11,8,12,5,35,-8.18,-35.92,5,0,3.8,1,A,5-6,PE,CARUARU (UFRN. IAG. UnB),POINT (-8.18 -35.92)
IAG-BoletimSismicoBrasileiro.621,1984,11,21,20,15,23,-6.9,-50.7,20,0,3.7,1,I,0,PA,GRADAUS (UnB),POINT (-6.9 -50.7)
IAG-BoletimSismicoBrasileiro.622,1984,12,9,3,22,16,-16.62,-44.13,15,0,3.2,1,I,0,MG,CORAC. JESUS (UnB),POINT (-16.62 -44.13)
IAG-BoletimSismicoBrasileiro.623,1984,12,12,21,18,47,-12.93,-48.84,20,0,3.3,1,I,0,GO,N. PORANGATU (UnB. IAG),POINT (-12.93 -48.84)
IAG-BoletimSismicoBrasileiro.624,1984,12,16,7,25,0,-4.1,-50.9,30,0,2.2,1,I,0,PA,TUCURUI' (UnB),POINT (-4.1 -50.9)
IAG-BoletimSismicoBrasileiro.625,1985,4,12,14,34,57,-23.94,-60.55,30,21,5.3,0,I,0,-,PARAGUAI (NEIS. H=25) SENTIDO ASUNCION,POINT (-23.94 -60.55)
IAG-BoletimSismicoBrasileiro.626,1985,6,8,4,15,38,-17.3,-44.4,60,0,2.8,1,I,0,MG,PIRAPORA (UnB),POINT (-17.3 -44.4)
IAG-BoletimSismicoBrasileiro.627,1985,7,8,4,0,0,-16.47,-41.7,0,0,0,-1,C,0,MG,TUPARECE 30 ABALOS ATE' DIA 15,POINT (-16.47 -41.7)
IAG-BoletimSismicoBrasileiro.628,1985,7,20,21,21,19,-13.08,-48.06,20,0,3.5,1,I,5,GO,PALMEIROPOL. (UnB. IAG) AREA APROX.,POINT (-13.08 -48.06)
IAG-BoletimSismicoBrasileiro.629,1985,7,20,21,29,0,-13.08,-48.06,20,0,2.2,1,I,0,GO,PALMEIROPOL. (UnB) SENTIDO?,POINT (-13.08 -48.06)
IAG-BoletimSismicoBrasileiro.630,1985,7,20,1,5,34,-13.09,-48.03,20,0,3.6,1,I,5,GO,PALMEIROPOL. (UnB. IAG) AREA APROX.,POINT (-13.09 -48.03)
IAG-BoletimSismicoBrasileiro.631,1985,10,26,20,55,15,-24.21,-59.52,200,0,3.3,1,I,0,-,ARGENTINA (UnB),POINT (-24.21 -59.52)
IAG-BoletimSismicoBrasileiro.632,1985,11,4,0,0,0,0,0,0,0,0,-1,C,0,SC,CANGARA' (I.RISCOS RURAIS. RIO),POINT (0 0)
IAG-BoletimSismicoBrasileiro.633,1985,12,17,12,26,0,-23.17,-46.06,5,0,3,1,A,5-6,SP,IGARATA' (IPT. IAG. UnB),POINT (-23.17 -46.06)
IAG-BoletimSismicoBrasileiro.634,1985,12,19,14,23,0,-3.85,-50.48,100,0,2.4,1,I,0,PA,TUCURUI' (UnB),POINT (-3.85 -50.48)
IAG-BoletimSismicoBrasileiro.635,1986,1,14,20,14,26,-15.08,-50.32,20,0,3.7,1,I,4,GO,ARAGUAPAZ (UnB. IAG),POINT (-15.08 -50.32)
IAG-BoletimSismicoBrasileiro.636,1986,1,22,9,43,13,-3.5,-31,100,0,3.5,1,I,0,RN,F.DE NORONHA (IAG. UnB. UFRN),POINT (-3.5 -31)
IAG-BoletimSismicoBrasileiro.637,1986,1,22,11,27,5,-19.93,-43.86,10,0,2.7,1,C,2,MG,B. HORIZONTE (UnB. CEMIG),POINT (-19.93 -43.86)
IAG-BoletimSismicoBrasileiro.638,1986,1,30,5,38,46,-8.91,-36.37,40,0,2.3,1,I,0,PE,GARANHUNS (IAG),POINT (-8.91 -36.37)
IAG-BoletimSismicoBrasileiro.639,1986,2,7,1,40,48,-20.1,-46.8,50,0,2.1,1,I,0,MG,S. CANASTRA (UnB) explosao ?,POINT (-20.1 -46.8)
IAG-BoletimSismicoBrasileiro.640,1986,2,21,21,41,16,-12.91,-48.42,20,0,3.1,1,I,0,GO,PALMEIROPOL. (UnB. IAG),POINT (-12.91 -48.42)
